,station_id,lat,lon,distrito
369,379.0,41.3829333,2.1420704,Sants-Montjuïc
370,380.0,41.3854094,2.1740155,Ciutat Vella
371,381.0,41.3816139,2.1677697,Ciutat Vella
372,382.0,41.4038902,2.2041137,Sant Martí
373,383.0,41.381219,2.141767,Sants-Montjuïc
374,384.0,41.3807072,2.1468381,Eixample
375,385.0,41.387888,2.1552902,Eixample
376,386.0,41.3751866,2.1568773,Eixample
377,387.0,41.3957813,2.1787074,Eixample
378,388.0,41.3806411,2.1671611,Ciutat Vella
379,389.0,41.3873901,2.1875446,Ciutat Vella
380,390.0,41.3869612,2.1820169,Ciutat Vella
381,391.0,41.4230551,2.1913753,Sant Andreu
382,392.0,41.3905303,2.1906339,Sant Martí
383,393.0,41.4022657,2.1976297,Sant Martí
384,394.0,41.3873057,2.1631263,Eixample
385,395.0,41.3860607,2.1702467,Eixample
386,396.0,41.3890253,2.1968267,Sant Martí
387,397.0,41.3889129,2.1993105,Sant Martí
388,398.0,41.380955,2.1934636,Ciutat Vella
389,399.0,41.3734706,2.1332694,Sants-Montjuïc
390,400.0,41.3694508,2.1879597,Ciutat Vella
391,401.0,41.382418,2.183723,Ciutat Vella
392,402.0,41.380628,2.1821917,Ciutat Vella
393,403.0,41.3796421,2.1368202,Sants-Montjuïc
394,404.0,41.3653426,2.1331357,Sants-Montjuïc
395,405.0,41.3854003,2.1521802,Eixample
396,406.0,41.3863747,2.1646697,Eixample
397,408.0,41.3889972,2.1923283,Sant Martí
398,409.0,41.392384,2.1925059,Sant Martí
399,410.0,41.376433,2.17871,Ciutat Vella
400,411.0,41.411381,2.2122054,Sant Martí
401,412.0,41.3893094,2.1727457,Eixample
402,413.0,41.393489,2.1707419,Eixample
403,414.0,41.3937234,2.1764275,Eixample
404,415.0,41.3793558,2.1689592,Ciutat Vella
405,416.0,41.3781065,2.1696744,Ciutat Vella
406,417.0,41.4164824,2.1801094,Horta-Guinardó
407,418.0,41.391062,2.1801142,Ciutat Vella
408,419.0,41.391313,2.1808391,Ciutat Vella
409,420.0,41.3743329,2.1479385,Sants-Montjuïc
410,421.0,41.378118,2.1378667,Sants-Montjuïc
411,422.0,41.3881175,2.1154135,Les Corts
412,423.0,41.4202459,2.1894852,Sant Andreu
413,424.0,41.3795862,2.1925198,Ciutat Vella
414,425.0,41.3765618,2.1748621,Ciutat Vella
415,426.0,41.39828,2.1830315,Eixample
416,427.0,41.3754047,2.1680021,Ciutat Vella
417,428.0,41.3983902,2.1960799,Sant Martí
418,429.0,41.3881262,2.1091535,Les Corts
419,430.0,41.385641,2.113096,Les Corts
420,431.0,41.383467,2.122175,Les Corts
421,432.0,41.3847061,2.1170751,Les Corts
422,433.0,41.3862258,2.1168609,Les Corts
423,434.0,41.3767538,2.1269152,Sants-Montjuïc
424,435.0,41.383585,2.112186,Les Corts
425,436.0,41.3545425,2.1433038,Sants-Montjuïc
426,437.0,41.3513237,2.1450958,Sants-Montjuïc
427,438.0,41.3981669,2.1754896,Eixample
428,439.0,41.3685394,2.1328403,Sants-Montjuïc
429,440.0,41.417694,2.1976864,Sant Martí
430,441.0,41.3754426,2.1398409,Sants-Montjuïc
431,442.0,41.3649272,2.138599,Sants-Montjuïc
432,443.0,41.3887127,2.1542277,Eixample
433,444.0,41.3717304,2.1554047,Sants-Montjuïc
434,445.0,41.3755016,2.154004,Eixample
435,446.0,41.3779974,2.1884228,Ciutat Vella
436,447.0,41.3943033,2.1860256,Eixample
437,448.0,41.3972809,2.1997869,Sant Martí
438,449.0,41.4058109,2.1949461,Sant Martí
439,450.0,41.410712,2.2061691,Sant Martí
440,451.0,41.4140598,2.2150487,Sant Martí
441,452.0,41.4194972,2.20934,Sant Martí
442,454.0,41.4072349,2.1684799,Horta-Guinardó
443,455.0,41.4105848,2.1826833,Sant Martí
444,456.0,41.4143392,2.1874539,Sant Martí
445,457.0,41.4383117,2.2039823,Sant Andreu
446,458.0,41.4457962,2.2010422,Sant Andreu
447,459.0,41.4479402,2.1976757,Sant Andreu
448,460.0,41.4513863,2.1894717,Sant Andreu
449,461.0,41.442489,2.185727,Nou Barris
450,462.0,41.446923,2.184857,Nou Barris
451,463.0,41.4490679,2.1833801,Nou Barris
452,464.0,41.439692,2.182335,Nou Barris
453,465.0,41.3954094,2.1599427,Eixample
454,466.0,41.443387,2.1813051,Nou Barris
455,467.0,41.4450463,2.176726,Nou Barris
456,468.0,41.4480464,2.1775154,Nou Barris
457,469.0,41.4417001,2.1781553,Nou Barris
458,470.0,41.4432762,2.1746238,Nou Barris
459,471.0,41.4389014,2.1715576,Nou Barris
460,472.0,41.4427374,2.170393,Nou Barris
461,473.0,41.4388644,2.1657506,Nou Barris
462,474.0,41.4418604,2.1664224,Nou Barris
463,475.0,41.4216738,2.1799878,Sant Andreu
464,476.0,41.422037,2.174401,Horta-Guinardó
465,477.0,41.4260751,2.1722534,Horta-Guinardó
466,478.0,41.4276076,2.1697582,Nou Barris
467,479.0,41.430623,2.1671068,Nou Barris
468,480.0,41.4333259,2.1629258,Horta-Guinardó
469,481.0,41.4357978,2.163872,Horta-Guinardó
470,482.0,41.4372022,2.1620235,Horta-Guinardó
471,483.0,41.4295617350765,2.15896845634459,Horta-Guinardó
472,484.0,41.4345997,2.1585268,Horta-Guinardó
473,485.0,41.4374904,2.1565742,Horta-Guinardó
474,486.0,41.4306102,2.1564551,Horta-Guinardó
475,487.0,41.4267638,2.1521909,Horta-Guinardó
476,488.0,41.4347859,2.147904,Horta-Guinardó
477,489.0,41.4312335,2.1499103,Horta-Guinardó
478,490.0,41.4280668,2.1443777,Horta-Guinardó
479,491.0,41.4306689,2.1456449,Horta-Guinardó
480,492.0,41.3943454,2.1751709,Eixample
481,493.0,41.419965,2.1401823,Gràcia
482,494.0,41.3896967,2.1652199,Eixample
483,495.0,41.377846,2.150523,Eixample
484,496.0,41.4048623,2.174799,Eixample
485,497.0,41.4095489,2.1360313,Sarrià-Sant Gervasi
486,498.0,41.4144967,2.1402433,Gràcia
487,499.0,41.4160558,2.1421504,Gràcia
488,500.0,41.4117633,2.1453424,Gràcia
489,501.0,41.4052698,2.1420204,Sarrià-Sant Gervasi
490,502.0,41.4074444,2.1492066,Gràcia
491,503.0,41.4095926,2.1524953,Gràcia
492,504.0,41.4092333,2.1557747,Gràcia
493,505.0,41.4145614,2.1658677,Horta-Guinardó
494,506.0,41.4191957,2.1718497,Horta-Guinardó
495,507.0,41.4107641,2.1640965,Horta-Guinardó
496,508.0,41.4090922,2.1656378,Gràcia
497,509.0,41.3989713,2.1606736,Gràcia
498,510.0,41.3989151,2.1564253,Gràcia
499,511.0,41.4006862,2.1543317,Gràcia
500,512.0,41.4000778,2.1326911,Sarrià-Sant Gervasi
501,513.0,41.399017,2.124329,Sarrià-Sant Gervasi
